release_year,year_added,month_added,duration_num,director_count,cast_count,country_count,content_age,is_multicountry,is_long_content,main_genre,rating,type
2016,2019,3,92.0,1,10,1,10,0,0,4,9,0
1965,2019,11,103.0,1,11,1,61,0,0,6,6,0
2020,2020,1,1.0,1,1,2,6,1,0,21,8,1
2020,2020,3,1.0,1,1,2,6,1,0,16,8,1
2020,2020,4,1.0,1,1,1,6,0,0,16,8,1
2017,2018,5,90.0,1,10,1,9,0,0,7,5,0
2020,2020,7,17.0,1,1,1,6,0,0,10,6,0
2017,2017,12,105.0,1,6,1,9,0,0,0,6,0
2018,2018,2,102.0,1,10,1,8,0,0,0,4,0
2019,2019,11,1.0,1,15,1,7,0,0,8,8,1
2011,2018,2,1.0,1,1,1,15,0,0,3,9,1
2019,2020,2,103.0,1,8,2,7,1,0,12,8,0
2018,2018,8,2.0,1,8,1,8,0,0,28,8,1
2018,2019,10,118.0,1,9,6,8,1,0,12,4,0
2010,2018,7,105.0,1,10,1,16,0,0,12,5,0
2018,2019,7,103.0,1,10,1,8,0,0,7,6,0
2018,2020,12,95.0,1,15,2,8,1,0,7,5,0
2019,2019,12,1.0,2,1,1,7,0,0,8,6,1
2019,2019,6,2.0,1,1,1,7,0,0,8,8,1
2016,2019,2,101.0,1,8,1,10,0,0,7,4,0
2018,2019,3,1.0,1,6,1,8,0,0,16,9,1
2013,2019,8,123.0,1,10,7,13,1,1,12,8,0
2013,2018,1,112.0,1,9,1,13,0,0,13,5,0
2011,2019,4,114.0,1,6,1,15,0,0,7,6,0
2018,2018,8,1.0,1,22,1,8,0,0,16,6,1
1996,2020,1,101.0,1,10,1,30,0,0,13,5,0
2019,2021,1,53.0,2,1,1,7,0,0,10,6,0
2020,2020,8,2.0,1,1,1,6,0,0,11,8,1
2015,2018,11,81.0,1,10,1,11,0,0,0,8,0
2015,2019,11,2.0,1,13,1,11,0,0,8,8,1
2020,2020,8,100.0,1,9,1,6,0,0,12,6,0
2013,2019,7,99.0,2,8,1,13,0,0,4,3,0
1994,2019,1,102.0,1,13,1,32,0,0,0,5,0
2020,2020,11,4.0,1,19,2,6,1,0,3,8,1
1970,2019,10,66.0,1,8,1,56,0,0,7,9,0
1992,2020,1,112.0,1,10,3,34,1,0,6,5,0
2019,2019,9,83.0,1,4,1,7,0,0,10,9,0
2015,2016,12,1.0,1,1,2,11,1,0,11,6,1
2018,2018,10,1.0,1,10,1,8,0,0,30,9,1
2016,2019,9,1.0,1,1,1,10,0,0,11,9,1
2015,2017,4,101.0,2,8,2,11,1,0,7,5,0
2006,2020,12,149.0,1,10,4,20,1,1,35,4,0
2009,2018,1,99.0,1,5,1,17,0,0,12,6,0
2011,2018,12,105.0,1,6,1,15,0,0,12,8,0
2015,2019,12,120.0,1,10,6,11,1,0,12,5,0
1982,2019,5,93.0,2,9,2,44,1,0,4,3,0
2019,2019,8,1.0,1,26,2,7,1,0,29,9,1
2018,2019,12,121.0,1,9,1,8,0,1,12,8,0
2016,2018,6,75.0,1,1,1,10,0,0,0,8,0
2016,2020,6,92.0,1,10,1,10,0,0,13,4,0
2015,2017,4,95.0,1,7,1,11,0,0,12,8,0
2017,2019,3,100.0,2,2,2,9,1,0,10,8,0
2017,2017,10,1.0,1,1,1,9,0,0,8,8,1
2020,2020,10,93.0,1,4,2,6,1,0,13,8,0
2016,2017,6,1.0,1,10,1,10,0,0,16,6,1
2010,2020,4,124.0,1,6,1,16,0,1,0,6,0
2017,2017,10,106.0,1,1,2,9,1,0,10,8,0
2005,2020,3,154.0,1,10,1,21,0,1,12,5,0
2017,2020,4,107.0,1,10,5,9,1,0,7,5,0
2018,2018,9,96.0,1,7,2,8,1,0,0,8,0
2020,2020,8,97.0,1,10,1,6,0,0,0,8,0
2020,2020,3,83.0,1,9,1,6,0,0,0,8,0
2019,2019,11,3.0,1,5,2,7,1,0,17,11,1
2019,2019,5,1.0,1,7,2,7,1,0,8,6,1
2019,2019,12,2.0,1,6,1,7,0,0,28,8,1
2018,2020,5,67.0,1,6,1,8,0,0,15,6,0
2006,2021,1,151.0,1,10,2,20,1,1,12,5,0
2017,2018,11,78.0,2,2,2,9,1,0,12,6,0
2017,2019,2,85.0,1,7,1,9,0,0,13,6,0
2020,2020,9,139.0,1,10,1,6,0,1,12,5,0
2017,2018,7,69.0,1,1,2,9,1,0,10,9,0
2012,2019,11,84.0,1,7,1,14,0,0,13,5,0
2013,2019,4,1.0,1,12,1,13,0,0,2,6,1
2019,2019,11,1.0,1,1,1,7,0,0,8,8,1
2020,2020,10,1.0,2,11,1,6,0,0,16,6,1
2018,2019,1,88.0,2,1,1,8,0,0,10,6,0
2016,2017,5,110.0,1,10,2,10,1,0,12,8,0
2015,2018,8,86.0,1,9,1,11,0,0,13,8,0
2019,2019,3,108.0,1,6,1,7,0,0,7,8,0
2019,2019,3,1.0,1,1,1,7,0,0,8,6,1
2017,2020,6,104.0,1,15,1,9,0,0,7,5,0
2018,2019,3,3.0,1,9,1,8,0,0,2,6,1
2019,2019,12,1.0,1,20,1,7,0,0,2,6,1
2017,2017,3,102.0,1,6,1,9,0,0,12,8,0
2016,2017,9,113.0,2,8,2,10,1,0,7,8,0
2016,2016,5,109.0,1,9,1,10,0,0,0,8,0
2016,2019,1,106.0,1,10,1,10,0,0,13,8,0
2017,2019,1,117.0,1,10,1,9,0,0,13,8,0
2019,2019,11,3.0,1,9,2,7,1,0,17,11,1
2009,2017,10,1.0,1,9,1,17,0,0,16,6,1
2016,2017,6,1.0,1,6,1,10,0,0,16,6,1
2009,2018,10,121.0,1,4,1,17,0,1,12,9,0
2016,2017,9,99.0,1,7,2,10,1,0,35,8,0
2018,2019,2,139.0,1,9,1,8,0,1,12,8,0
2011,2018,8,1.0,1,6,1,15,0,0,16,8,1
2020,2020,9,1.0,1,7,1,6,0,0,3,8,1
2016,2019,6,110.0,1,7,1,10,0,0,12,5,0
2005,2020,1,104.0,1,10,1,21,0,0,0,4,0
2007,2020,1,95.0,1,10,1,19,0,0,0,5,0
2018,2019,3,1.0,1,5,1,8,0,0,8,6,1
2020,2020,5,1.0,4,13,4,6,1,0,16,8,1
2019,2019,6,122.0,1,1,1,7,0,1,10,6,0
2016,2019,2,105.0,1,6,2,10,1,0,7,5,0
2015,2017,8,96.0,1,13,2,11,1,0,12,8,0
2016,2018,9,1.0,1,1,1,10,0,0,11,9,1
1994,2020,6,130.0,1,7,2,32,1,1,12,6,0
2019,2020,5,97.0,1,10,1,7,0,0,0,8,0
1997,2019,6,87.0,2,14,1,29,0,0,0,8,0
2019,2019,11,2.0,1,9,1,7,0,0,3,8,1
2015,2018,7,106.0,1,8,1,11,0,0,12,5,0
2017,2018,9,112.0,2,6,1,9,0,0,14,8,0
2019,2020,11,148.0,3,5,3,7,1,1,12,8,0
2020,2020,3,1.0,1,9,1,6,0,0,3,6,1
2019,2019,7,3.0,1,7,1,7,0,0,17,11,1
2020,2020,7,1.0,1,14,1,6,0,0,17,11,1
1981,2020,1,85.0,1,11,1,45,0,0,6,8,0
2016,2019,7,107.0,1,9,2,10,1,0,12,5,0
2020,2020,12,3.0,1,2,1,6,0,0,17,9,1
2016,2017,4,76.0,1,7,1,10,0,0,13,5,0
2019,2020,7,103.0,1,8,1,7,0,0,7,8,0
2013,2020,6,112.0,1,10,3,13,1,0,0,5,0
2010,2017,11,1.0,1,7,1,16,0,0,16,8,1
2012,2017,3,1.0,1,16,1,14,0,0,3,8,1
2015,2016,6,95.0,1,1,1,11,0,0,10,8,0
2018,2018,7,88.0,1,5,1,8,0,0,7,8,0
2010,2016,9,1.0,1,9,1,16,0,0,16,8,1
2010,2019,1,116.0,1,12,1,16,0,0,12,5,0
2009,2019,10,121.0,1,10,1,17,0,1,13,6,0
2009,2020,1,82.0,1,9,1,17,0,0,13,5,0
2018,2018,11,1.0,1,1,1,8,0,0,21,9,1
2015,2019,12,107.0,1,10,1,11,0,0,12,8,0
2014,2016,9,87.0,2,8,3,12,1,0,12,6,0
2019,2019,12,46.0,1,12,1,7,0,0,7,8,0
1996,2019,11,103.0,1,15,1,30,0,0,7,3,0
2016,2017,9,1.0,1,11,1,10,0,0,3,8,1
1978,2018,7,97.0,1,10,1,48,0,0,0,5,0
2018,2018,12,1.0,1,3,1,8,0,0,30,8,1
2019,2020,5,6.0,1,11,1,7,0,0,8,6,1
1994,2019,10,91.0,1,10,1,32,0,0,4,3,0
2000,2019,10,91.0,1,7,1,26,0,0,4,3,0
2017,2020,4,111.0,1,7,1,9,0,0,12,5,0
1975,2018,7,101.0,1,5,1,51,0,0,0,8,0
2008,2019,7,104.0,1,10,2,18,1,0,0,4,0
2017,2018,1,92.0,1,1,1,9,0,0,10,8,0
2017,2020,2,113.0,1,14,4,9,1,0,0,5,0
2016,2020,2,93.0,1,8,1,10,0,0,13,4,0
2019,2019,10,151.0,1,11,1,7,0,1,12,8,0
2020,2020,4,1.0,1,11,1,6,0,0,8,8,1
2014,2017,9,89.0,1,5,1,12,0,0,13,8,0
2020,2020,10,124.0,1,8,1,6,0,1,7,5,0
2016,2020,8,115.0,1,10,2,10,1,0,12,4,0
2017,2018,2,2.0,1,12,1,9,0,0,3,8,1
2016,2017,10,84.0,1,1,1,10,0,0,10,9,0
2017,2018,1,1.0,1,9,1,9,0,0,8,8,1
2013,2020,8,106.0,1,10,1,13,0,0,12,5,0
2016,2016,6,97.0,1,7,1,10,0,0,7,8,0
2016,2017,2,92.0,1,8,1,10,0,0,15,8,0
2007,2016,7,1.0,1,1,1,19,0,0,11,9,1
2008,2020,8,3.0,1,7,1,18,0,0,23,6,1
2018,2019,10,86.0,1,13,1,8,0,0,10,8,0
2013,2019,11,46.0,1,10,1,13,0,0,1,6,0
2018,2020,11,4.0,1,3,2,8,1,0,17,10,1
2003,2018,12,124.0,1,10,1,23,0,1,7,6,0
2018,2019,1,83.0,1,1,1,8,0,0,10,8,0
2017,2017,4,2.0,1,15,1,9,0,0,31,8,1
2018,2020,2,100.0,1,9,1,8,0,0,7,6,0
2020,2020,1,1.0,1,10,2,6,1,0,16,6,1
2019,2020,4,107.0,1,10,1,7,0,0,12,8,0
2017,2018,11,115.0,2,6,1,9,0,0,12,6,0
2020,2020,9,2.0,1,10,1,6,0,0,16,8,1
2018,2019,8,104.0,1,4,1,8,0,0,15,8,0
2016,2017,11,101.0,1,4,1,10,0,0,12,8,0
2011,2021,1,158.0,1,10,3,15,1,1,12,5,0
2007,2017,11,1.0,1,8,1,19,0,0,16,8,1
2016,2017,6,1.0,1,1,1,10,0,0,11,7,1
2018,2019,6,95.0,2,10,1,8,0,0,13,8,0
2018,2019,8,1.0,1,12,1,8,0,0,8,8,1
2017,2018,1,97.0,1,4,1,9,0,0,7,4,0
2018,2018,9,1.0,1,4,1,8,0,0,8,6,1
2020,2020,11,1.0,1,4,1,6,0,0,8,8,1
2016,2016,12,97.0,1,9,1,10,0,0,12,8,0
2020,2020,9,4.0,1,6,1,6,0,0,30,6,1
2009,2019,11,89.0,1,15,1,17,0,0,7,5,0
2020,2020,1,1.0,1,2,1,6,0,0,21,8,1
2014,2018,10,161.0,1,7,3,12,1,1,12,6,0
2015,2018,10,205.0,1,9,3,11,1,1,12,6,0
2015,2018,10,123.0,1,6,1,11,0,1,12,6,0
2014,2018,10,190.0,1,8,1,12,0,1,12,6,0
2016,2020,8,1.0,1,11,1,10,0,0,16,6,1
2013,2019,9,108.0,1,11,2,13,1,0,0,4,0
2018,2019,4,136.0,1,9,1,8,0,1,0,8,0
2020,2020,9,8.0,1,4,1,6,0,0,3,6,1
2020,2020,12,3.0,1,4,1,6,0,0,3,6,1
2018,2018,12,4.0,1,2,1,8,0,0,3,9,1
2012,2018,11,1.0,1,4,1,14,0,0,3,9,1
1979,2019,12,161.0,1,10,1,47,0,1,0,6,0
2019,2019,7,114.0,2,1,1,7,0,0,10,8,0
2020,2020,8,1.0,1,12,1,6,0,0,8,8,1
2011,2019,5,128.0,1,8,2,15,1,1,0,6,0
2005,2019,11,133.0,1,15,2,21,1,1,0,5,0
2013,2017,3,1.0,1,17,1,13,0,0,3,2,1
2011,2020,4,119.0,1,10,1,15,0,0,0,4,0
2013,2019,11,101.0,1,11,2,13,1,0,13,5,0
2016,2017,9,86.0,1,8,1,10,0,0,4,7,0
2018,2018,8,124.0,1,7,3,8,1,1,12,9,0
2018,2020,12,1.0,1,6,1,8,0,0,16,6,1
2013,2019,3,1.0,1,6,1,13,0,0,30,8,1
2020,2020,5,105.0,1,9,1,6,0,0,7,4,0
2018,2020,12,91.0,1,10,3,8,1,0,0,5,0
2019,2019,3,94.0,1,10,1,7,0,0,0,8,0
2015,2017,10,168.0,1,12,1,11,0,1,0,5,0
2015,2019,4,1.0,1,9,1,11,0,0,34,5,1
2020,2020,7,136.0,1,9,1,6,0,1,12,8,0
2017,2017,12,94.0,1,10,1,9,0,0,13,5,0
2013,2021,1,2.0,1,6,1,13,0,0,17,7,1
2020,2020,10,1.0,1,9,1,6,0,0,31,8,1
2018,2018,10,1.0,1,13,1,8,0,0,31,8,1
2008,2018,10,85.0,1,11,1,18,0,0,13,4,0
2017,2020,6,108.0,1,5,3,9,1,0,4,6,0
2020,2020,1,1.0,1,7,1,6,0,0,17,7,1
2020,2021,1,101.0,2,10,1,6,0,0,7,6,0
2007,2020,5,116.0,2,10,1,19,0,0,7,5,0
2018,2019,5,71.0,1,1,1,8,0,0,10,8,0
2011,2020,6,147.0,1,34,1,15,0,1,12,4,0
2017,2019,9,88.0,1,5,1,9,0,0,13,8,0
2015,2016,6,99.0,1,8,1,11,0,0,12,8,0
2017,2018,2,96.0,8,11,1,9,0,0,12,8,0
2019,2019,3,132.0,1,8,1,7,0,1,12,5,0
2012,2020,12,85.0,2,6,1,14,0,0,0,6,0
2019,2019,9,1.0,2,14,1,7,0,0,16,8,1
2018,2018,11,95.0,1,10,1,8,0,0,12,7,0
2020,2020,12,1.0,1,1,1,6,0,0,11,9,1
2020,2020,5,2.0,1,8,1,6,0,0,17,11,1
2016,2017,3,97.0,1,8,1,10,0,0,0,5,0
2017,2018,10,3.0,1,1,1,9,0,0,28,8,1
2005,2018,7,92.0,1,6,1,21,0,0,7,6,0
2015,2017,6,1.0,1,4,1,11,0,0,16,9,1
2018,2018,4,1.0,1,2,1,8,0,0,28,8,1
2020,2019,10,2.0,1,8,1,6,0,0,16,8,1
2017,2018,1,135.0,1,6,1,9,0,1,13,8,0
2020,2020,4,3.0,1,9,1,6,0,0,16,8,1
2019,2019,11,36.0,1,10,1,7,0,0,19,8,0
2016,2017,6,79.0,1,1,1,10,0,0,10,6,0
2015,2017,3,3.0,1,1,1,11,0,0,16,9,1
2018,2020,10,120.0,1,10,1,8,0,0,12,6,0
2013,2017,4,53.0,1,1,1,13,0,0,10,9,0
2017,2018,12,94.0,1,9,1,9,0,0,0,5,0
2018,2020,10,111.0,1,10,2,8,1,0,12,5,0
2014,2019,1,123.0,1,8,3,12,1,1,7,3,0
2015,2017,5,1.0,1,1,1,11,0,0,3,9,1
2018,2018,9,103.0,1,7,2,8,1,0,0,4,0
2016,2017,2,111.0,1,1,1,10,0,0,10,4,0
2019,2019,9,1.0,1,11,1,7,0,0,29,8,1
2021,2021,1,2.0,1,5,1,5,0,0,2,6,1
2020,2020,4,1.0,1,8,1,6,0,0,30,8,1
2009,2019,3,123.0,1,9,4,17,1,1,0,4,0
2012,2020,11,114.0,1,10,3,14,1,0,12,4,0
2011,2017,8,1.0,1,6,1,15,0,0,16,6,1
2020,2020,1,2.0,1,7,1,6,0,0,17,10,1
2014,2017,6,100.0,1,10,1,12,0,0,15,8,0
2017,2017,7,84.0,1,10,1,9,0,0,7,8,0
2018,2019,3,75.0,3,6,1,8,0,0,4,7,0
2018,2019,1,118.0,1,10,1,8,0,0,4,3,0
2017,2017,12,1.0,1,7,3,9,1,0,8,6,1
1995,2020,11,96.0,1,10,1,31,0,0,4,3,0
2019,2019,10,102.0,1,9,2,7,1,0,13,8,0
2009,2018,8,108.0,1,10,1,17,0,0,7,5,0
2018,2019,9,1.0,1,15,1,8,0,0,8,8,1
2020,2020,4,1.0,1,1,1,6,0,0,8,8,1
2018,2018,12,1.0,1,1,1,8,0,0,8,8,1
2018,2018,8,1.0,1,12,1,8,0,0,3,8,1
2016,2017,5,99.0,2,8,1,10,0,0,12,8,0
2018,2019,2,103.0,2,10,1,8,0,0,12,8,0
2009,2020,4,93.0,1,6,1,17,0,0,12,6,0
1998,2016,11,101.0,1,6,1,28,0,0,9,2,0
2011,2021,1,112.0,2,8,1,15,0,0,7,5,0
2009,2020,1,99.0,2,10,1,17,0,0,7,4,0
2018,2020,3,2.0,1,10,1,8,0,0,3,8,1
2017,2017,8,129.0,1,9,2,9,1,1,15,8,0
2016,2017,7,106.0,1,7,1,10,0,0,15,6,0
2015,2016,7,100.0,1,12,1,11,0,0,13,8,0
2008,2016,12,1.0,1,1,1,18,0,0,8,8,1
2019,2019,11,209.0,1,20,1,7,0,1,12,5,0
2019,2019,12,24.0,1,4,1,7,0,0,10,8,0
2011,2019,7,105.0,1,18,2,15,1,0,12,4,0
2014,2017,11,1.0,1,18,1,12,0,0,2,6,1
2018,2019,11,93.0,1,4,1,8,0,0,12,6,0
2013,2017,8,5.0,1,4,1,13,0,0,3,8,1
2016,2016,11,112.0,2,1,1,10,0,0,10,6,0
2015,2018,1,52.0,2,1,1,11,0,0,10,6,0
2010,2017,12,1.0,1,1,1,16,0,0,11,9,1
2007,2019,3,106.0,1,11,1,19,0,0,7,4,0
2018,2018,7,2.0,1,1,1,8,0,0,28,8,1
2016,2017,11,123.0,1,6,1,10,0,1,12,5,0
2018,2018,11,1.0,1,10,1,8,0,0,8,8,1
2010,2019,5,1.0,1,5,3,16,1,0,17,11,1
2013,2018,10,90.0,1,5,1,13,0,0,12,9,0
2016,2019,10,1.0,1,8,1,10,0,0,16,6,1
2010,2019,10,140.0,1,10,2,16,1,1,4,3,0
2017,2017,5,1.0,1,1,1,9,0,0,8,8,1
2017,2018,9,95.0,1,11,1,9,0,0,12,4,0
2017,2017,11,100.0,1,10,1,9,0,0,0,8,0
2017,2020,4,121.0,1,11,2,9,1,1,12,5,0
2018,2018,10,97.0,1,7,4,8,1,0,12,5,0
2019,2019,5,1.0,1,1,1,7,0,0,21,9,1
2019,2019,11,141.0,1,8,3,7,1,1,12,5,0
2020,2020,4,1.0,1,7,1,6,0,0,8,6,1
2019,2019,8,1.0,1,20,1,7,0,0,16,8,1
2010,2018,6,118.0,1,11,3,16,1,0,12,5,0
2017,2019,2,1.0,1,8,1,9,0,0,16,6,1
2018,2018,5,105.0,1,4,2,8,1,0,7,6,0
2020,2020,7,133.0,1,7,2,6,1,1,7,6,0
2003,2020,10,76.0,1,10,2,23,1,0,12,8,0
2019,2019,11,93.0,1,8,1,7,0,0,4,6,0
2019,2019,10,2.0,1,14,1,7,0,0,30,8,1
2017,2018,1,1.0,1,5,1,9,0,0,16,8,1
2006,2019,9,98.0,1,8,1,20,0,0,12,3,0
2017,2018,6,86.0,1,17,1,9,0,0,4,3,0
1970,2020,6,130.0,1,8,1,56,0,1,6,8,0
2012,2016,11,113.0,1,9,1,14,0,0,12,6,0
2018,2019,3,1.0,1,9,1,8,0,0,16,6,1
2018,2018,9,98.0,1,9,1,8,0,0,7,8,0
2016,2017,1,84.0,1,1,5,10,1,0,10,8,0
2020,2020,7,91.0,1,8,1,6,0,0,4,11,0
2010,2020,4,104.0,1,14,1,16,0,0,0,3,0
2019,2020,3,133.0,1,5,1,7,0,1,12,6,0
1991,2019,11,105.0,1,8,1,35,0,0,0,5,0
2019,2019,7,1.0,1,7,1,7,0,0,11,8,1
2020,2020,7,1.0,1,3,1,6,0,0,11,8,1
2020,2020,6,149.0,1,9,1,6,0,1,0,8,0
1992,2016,11,93.0,1,6,1,34,0,0,6,5,0
2010,2019,9,88.0,1,10,2,16,1,0,13,4,0
2016,2020,1,131.0,1,8,1,10,0,1,12,5,0
2018,2018,12,44.0,1,14,1,8,0,0,7,8,0
2017,2018,6,119.0,1,10,2,9,1,0,12,8,0
2020,2020,10,3.0,1,7,1,6,0,0,17,11,1
2020,2020,4,4.0,1,14,1,6,0,0,3,8,1
2019,2019,1,99.0,1,7,1,7,0,0,7,8,0
2014,2016,5,96.0,1,1,1,12,0,0,10,9,0
2019,2019,12,2.0,1,13,1,7,0,0,30,8,1
2017,2019,2,1.0,1,5,1,9,0,0,16,8,1
2018,2019,4,70.0,2,1,1,8,0,0,10,6,0
2018,2019,3,107.0,2,13,2,8,1,0,0,8,0
2016,2017,9,83.0,1,1,5,10,1,0,10,6,0
2019,2019,5,110.0,1,11,1,7,0,0,7,6,0
2020,2020,2,116.0,1,8,1,6,0,0,12,5,0
2019,2019,10,88.0,1,8,1,7,0,0,12,3,0
2020,2020,9,1.0,1,8,1,6,0,0,16,8,1
2016,2020,11,95.0,1,9,1,10,0,0,7,5,0
2019,2019,10,96.0,1,11,1,7,0,0,7,5,0
2018,2018,8,101.0,1,8,1,8,0,0,7,8,0
2020,2020,3,1.0,2,1,1,6,0,0,11,8,1
2018,2018,7,83.0,1,5,1,8,0,0,0,6,0
2019,2020,4,121.0,1,10,2,7,1,1,15,8,0
2017,2017,12,87.0,1,1,1,9,0,0,10,8,0
2002,2020,10,156.0,1,8,1,24,0,1,12,6,0
2008,2017,7,1.0,1,10,1,18,0,0,16,6,1
2019,2019,3,87.0,1,1,1,7,0,0,10,8,0
2014,2020,8,4.0,1,9,1,12,0,0,17,11,1
2016,2019,4,118.0,1,4,1,10,0,0,7,6,0
2019,2019,7,1.0,1,6,1,7,0,0,16,6,1
2019,2019,7,2.0,1,10,1,7,0,0,16,8,1
2020,2020,3,1.0,1,13,1,6,0,0,3,9,1
2019,2020,7,30.0,1,4,1,7,0,0,12,9,0
2013,2017,10,1.0,1,5,1,13,0,0,8,6,1
2017,2019,10,1.0,1,10,1,9,0,0,16,9,1
2020,2020,11,1.0,1,10,1,6,0,0,29,8,1
2019,2019,10,1.0,1,9,1,7,0,0,8,6,1
2020,2020,11,95.0,1,7,1,6,0,0,12,4,0
2020,2020,4,107.0,1,10,1,6,0,0,12,8,0
2010,2020,6,96.0,1,1,1,16,0,0,12,8,0
2016,2017,4,110.0,1,3,2,10,1,0,12,8,0
2016,2017,10,118.0,1,11,2,10,1,0,12,6,0
2017,2018,12,89.0,1,14,2,9,1,0,7,5,0
2018,2018,12,85.0,2,10,1,8,0,0,4,3,0
2009,2017,11,1.0,1,9,1,17,0,0,16,6,1
2015,2020,11,107.0,1,12,5,11,1,0,4,3,0
2019,2019,8,86.0,1,14,1,7,0,0,7,8,0
2017,2020,4,83.0,2,11,4,9,1,0,4,7,0
1982,2020,10,108.0,1,6,2,44,1,0,12,6,0
2006,2019,3,138.0,1,9,1,20,0,1,12,5,0
2015,2016,2,1.0,1,11,1,11,0,0,8,6,1
2015,2018,12,119.0,1,11,5,11,1,0,7,5,0
2017,2018,8,93.0,1,10,1,9,0,0,13,5,0
2019,2019,5,30.0,2,12,1,7,0,0,7,8,0
2018,2020,7,91.0,1,8,1,8,0,0,7,5,0
2019,2019,6,87.0,1,1,1,7,0,0,10,9,0
1974,2019,11,121.0,1,13,1,52,0,1,6,5,0
2008,2019,1,95.0,1,10,1,18,0,0,7,3,0
2014,2016,2,103.0,1,1,10,12,1,0,10,4,0
2003,2020,1,201.0,1,12,2,23,1,1,0,4,0
2002,2020,1,179.0,1,12,2,24,1,1,0,4,0
2017,2017,9,113.0,1,6,4,9,1,0,12,8,0
2020,2020,8,110.0,1,6,1,6,0,0,12,4,0
2019,2020,9,94.0,1,10,1,7,0,0,7,8,0
2015,2019,3,127.0,1,8,1,11,0,1,12,8,0
2008,2019,11,87.0,1,9,3,18,1,0,7,4,0
2020,2020,5,87.0,1,9,1,6,0,0,0,5,0
2017,2019,11,98.0,1,7,1,9,0,0,7,5,0
2016,2017,2,98.0,2,1,1,10,0,0,10,6,0
1982,2019,10,82.0,1,8,1,44,0,0,12,6,0
1993,2018,8,85.0,1,6,1,33,0,0,7,6,0
2017,2018,4,90.0,1,3,4,9,1,0,10,9,0
1997,2014,11,4.0,1,9,2,29,1,0,17,10,1
2018,2018,4,2.0,1,10,1,8,0,0,17,10,1
2020,2020,12,46.0,1,8,1,6,0,0,4,10,0
2020,2020,8,46.0,1,9,1,6,0,0,4,10,0
2020,2020,10,46.0,1,9,1,6,0,0,4,10,0
2020,2021,1,5.0,1,13,2,6,1,0,31,8,1
2020,2020,4,103.0,1,9,1,6,0,0,4,7,0
2012,2016,1,1.0,1,1,6,14,1,0,3,9,1
2018,2019,5,137.0,1,8,1,8,0,1,0,6,0
2009,2018,1,68.0,2,2,1,17,0,0,10,6,0
2019,2019,11,107.0,1,5,2,7,1,0,12,8,0
2017,2018,7,100.0,1,10,2,9,1,0,7,8,0
2017,2017,11,1.0,1,8,1,9,0,0,16,6,1
1981,2020,5,195.0,1,4,1,45,0,1,7,6,0
2017,2017,5,98.0,1,3,1,9,0,0,4,9,0
1998,2020,1,138.0,1,10,3,28,1,1,0,4,0
2015,2019,11,40.0,1,8,1,11,0,0,4,10,0
2012,2020,1,137.0,1,11,1,14,0,1,12,5,0
2020,2020,9,97.0,1,10,1,6,0,0,12,8,0
1999,2019,11,136.0,2,10,1,27,0,1,0,5,0
2003,2019,11,138.0,2,12,1,23,0,1,0,5,0
2003,2019,11,129.0,2,11,1,23,0,1,0,5,0
2017,2018,6,90.0,1,6,1,9,0,0,13,8,0
2018,2019,4,116.0,3,1,1,8,0,0,10,6,0
2017,2017,9,130.0,1,10,1,9,0,1,12,8,0
2013,2018,10,60.0,1,1,1,13,0,0,10,8,0
2019,2019,5,2.0,1,11,1,7,0,0,8,8,1
2015,2017,2,88.0,1,8,4,11,1,0,12,8,0
1944,2017,3,40.0,1,1,1,82,0,0,6,9,0
2009,2019,6,94.0,1,12,2,17,1,0,7,5,0
2020,2020,12,1.0,1,20,1,6,0,0,16,8,1
2015,2016,4,1.0,1,8,1,11,0,0,31,6,1
2015,2017,11,1.0,1,6,1,11,0,0,8,8,1
2017,2017,10,113.0,1,11,1,9,0,0,7,8,0
2013,2019,7,98.0,1,10,1,13,0,0,7,6,0
2020,2020,4,1.0,1,17,1,6,0,0,30,8,1
2020,2020,12,119.0,1,9,1,6,0,0,12,4,0
2017,2019,7,91.0,1,1,2,9,1,0,10,6,0
2019,2020,7,95.0,2,10,1,7,0,0,7,8,0
2019,2019,9,1.0,1,1,1,7,0,0,11,6,1
2021,2021,1,54.0,1,1,1,5,0,0,10,6,0
2020,2020,11,1.0,1,20,1,6,0,0,8,8,1
2016,2017,4,1.0,1,4,1,10,0,0,16,6,1
2018,2020,3,1.0,1,10,1,8,0,0,8,8,1
2011,2020,6,86.0,1,8,2,15,1,0,0,6,0
2016,2019,5,1.0,1,5,1,10,0,0,16,9,1
2017,2017,10,1.0,1,11,2,9,1,0,31,8,1
2012,2019,2,132.0,1,6,1,14,0,1,12,8,0
2017,2017,6,44.0,1,1,1,9,0,0,10,9,0
2016,2016,12,104.0,1,7,1,10,0,0,12,8,0
2016,2019,1,91.0,1,7,2,10,1,0,13,5,0
2015,2015,12,70.0,1,9,1,11,0,0,12,8,0
2018,2018,2,1.0,1,1,1,8,0,0,11,8,1
2018,2018,9,102.0,1,10,3,8,1,0,12,8,0
2017,2017,7,1.0,1,3,1,9,0,0,16,8,1
2017,2017,3,93.0,1,8,1,9,0,0,12,8,0
2018,2018,8,92.0,1,1,1,8,0,0,10,9,0
2017,2018,8,114.0,1,7,2,9,1,0,7,8,0
2019,2019,11,1.0,1,1,1,7,0,0,11,8,1
2017,2017,4,4.0,1,4,1,9,0,0,17,11,1
2011,2020,9,104.0,1,16,1,15,0,0,4,3,0
