release_year,year_added,month_added,duration_num,director_count,cast_count,country_count,content_age,is_multicountry,is_long_content,main_genre,rating,type
2000,2019,10,98.0,1,12,2,26,1,0,0,4,0
2003,2019,10,106.0,1,13,1,23,0,0,0,4,0
2019,2019,3,1.0,1,10,1,7,0,0,17,10,1
1973,2019,11,94.0,2,13,1,53,0,0,4,0,0
2019,2020,5,2.0,1,7,1,7,0,0,31,6,1
2021,2021,1,85.0,1,11,3,5,1,0,4,11,0
2013,2020,7,121.0,1,9,1,13,0,1,7,6,0
2013,2017,5,121.0,1,11,1,13,0,1,7,9,0
1997,2020,1,113.0,1,6,1,29,0,0,7,5,0
2016,2016,12,1.0,1,7,1,10,0,0,21,6,1
2017,2017,7,89.0,1,1,1,9,0,0,10,9,0
2017,2018,4,129.0,2,7,2,9,1,1,0,8,0
2016,2017,11,99.0,1,10,1,10,0,0,10,9,0
2015,2016,10,105.0,1,8,1,11,0,0,12,8,0
2015,2017,2,116.0,1,9,2,11,1,0,12,6,0
2016,2017,12,1.0,1,1,1,10,0,0,16,6,1
2020,2020,12,2.0,1,14,1,6,0,0,16,6,1
2020,2020,1,1.0,1,1,1,6,0,0,11,8,1
2016,2017,3,1.0,1,1,1,10,0,0,21,9,1
2016,2019,10,1.0,1,9,1,10,0,0,16,6,1
2014,2020,12,115.0,1,11,1,12,0,0,7,5,0
2019,2019,2,6.0,1,1,1,7,0,0,11,8,1
2020,2020,9,1.0,1,1,1,6,0,0,11,6,1
2016,2016,9,1.0,1,1,1,10,0,0,11,6,1
2017,2017,4,2.0,1,1,1,9,0,0,28,8,1
2016,2016,1,1.0,1,1,1,10,0,0,11,8,1
2014,2014,10,71.0,1,1,1,12,0,0,27,8,0
2014,2014,11,75.0,1,1,1,12,0,0,27,8,0
2013,2018,8,135.0,1,7,1,13,0,1,0,6,0
2012,2018,8,88.0,1,10,1,14,0,0,13,5,0
2015,2017,12,1.0,1,1,1,11,0,0,16,8,1
1999,2016,10,1.0,1,5,1,27,0,0,3,6,1
2019,2019,7,1.0,1,7,1,7,0,0,17,10,1
2012,2020,4,87.0,1,9,1,14,0,0,4,11,0
2018,2019,5,63.0,2,9,1,8,0,0,19,11,0
2018,2019,5,62.0,2,9,1,8,0,0,4,11,0
2018,2019,5,62.0,2,9,1,8,0,0,19,11,0
2019,2020,1,1.0,1,10,1,7,0,0,17,11,1
2019,2019,8,112.0,2,10,1,7,0,0,4,11,0
2017,2019,10,1.0,1,9,1,9,0,0,16,6,1
2017,2018,7,113.0,1,7,1,9,0,0,7,6,0
2005,2016,3,82.0,1,13,1,21,0,0,4,0,0
2018,2018,8,1.0,1,1,1,8,0,0,11,8,1
2020,2020,12,25.0,1,8,1,6,0,0,4,10,0
2020,2020,10,4.0,1,6,1,6,0,0,17,10,1
2018,2019,3,98.0,1,14,1,8,0,0,7,8,0
2019,2019,11,2.0,1,9,1,7,0,0,16,6,1
1988,2019,12,87.0,1,10,1,38,0,0,9,5,0
2020,2020,12,1.0,1,7,1,6,0,0,16,6,1
1994,2016,8,63.0,1,1,1,32,0,0,10,8,0
2019,2020,9,112.0,1,9,1,7,0,0,1,9,0
2017,2018,3,1.0,1,7,1,9,0,0,2,6,1
1994,2016,12,1.0,1,1,1,32,0,0,34,7,1
2011,2018,8,127.0,2,11,1,15,0,1,4,9,0
2020,2020,12,4.0,1,14,1,6,0,0,32,6,1
2017,2018,9,111.0,1,8,1,9,0,0,0,8,0
2017,2017,6,63.0,1,1,1,9,0,0,27,8,0
2019,2019,11,2.0,1,10,2,7,1,0,17,10,1
2020,2020,6,92.0,1,8,1,6,0,0,7,6,0
2012,2018,1,105.0,1,9,3,14,1,0,12,2,0
1968,2020,1,146.0,1,15,2,58,1,1,4,0,0
2009,2020,1,96.0,1,8,3,17,1,0,14,5,0
2019,2019,11,1.0,1,8,1,7,0,0,16,6,1
2017,2017,8,90.0,1,10,1,9,0,0,12,8,0
2020,2020,6,114.0,1,12,1,6,0,0,12,6,0
2019,2019,5,101.0,1,3,1,7,0,0,7,8,0
2019,2019,10,2.0,1,7,1,7,0,0,8,6,1
2017,2017,10,80.0,1,1,1,9,0,0,10,8,0
2015,2015,4,84.0,1,1,1,11,0,0,27,8,0
2017,2017,6,66.0,1,1,1,9,0,0,27,8,0
2020,2020,4,55.0,1,1,1,6,0,0,27,8,0
2021,2021,1,98.0,1,1,1,5,0,0,27,8,0
2018,2018,2,65.0,1,1,1,8,0,0,27,8,0
2015,2015,7,92.0,1,1,1,11,0,0,27,8,0
2014,2019,6,99.0,1,8,1,12,0,0,7,3,0
2018,2018,9,1.0,1,1,1,8,0,0,11,8,1
2017,2017,10,59.0,1,1,1,9,0,0,27,8,0
2016,2020,8,119.0,1,10,2,10,1,0,12,5,0
2019,2020,11,87.0,1,8,1,7,0,0,4,9,0
2020,2020,12,106.0,1,10,1,6,0,0,7,8,0
2012,2019,11,87.0,1,8,2,14,1,0,7,9,0
2017,2019,11,112.0,1,9,1,9,0,0,12,9,0
2015,2019,3,88.0,1,8,1,11,0,0,4,7,0
2017,2017,12,105.0,1,8,1,9,0,0,12,7,0
2018,2019,11,101.0,1,10,1,8,0,0,7,8,0
2017,2018,11,86.0,1,2,1,9,0,0,7,3,0
2018,2020,11,86.0,1,8,1,8,0,0,7,9,0
2018,2018,11,91.0,1,6,1,8,0,0,15,9,0
2004,2019,1,99.0,1,10,1,22,0,0,4,3,0
2018,2019,3,104.0,1,8,1,8,0,0,4,3,0
2016,2020,2,86.0,1,6,1,10,0,0,7,8,0
2006,2018,6,104.0,1,9,1,20,0,0,12,5,0
2019,2019,10,1.0,1,1,1,7,0,0,17,10,1
2019,2020,4,1.0,1,1,1,7,0,0,17,10,1
2019,2019,10,47.0,1,1,1,7,0,0,4,10,0
2019,2019,10,56.0,1,1,1,7,0,0,4,10,0
2019,2019,10,61.0,1,1,1,7,0,0,4,10,0
2019,2019,10,34.0,1,1,1,7,0,0,4,10,0
2017,2017,11,1.0,1,1,1,9,0,0,17,11,1
2006,2018,11,158.0,2,8,1,20,0,1,7,9,0
2017,2019,1,118.0,1,8,1,9,0,0,7,6,0
1975,2019,12,127.0,1,10,1,51,0,1,6,9,0
2018,2018,6,1.0,1,1,1,8,0,0,3,8,1
2017,2018,5,130.0,1,10,1,9,0,1,0,6,0
2011,2020,4,115.0,1,8,1,15,0,0,7,6,0
2016,2019,12,1.0,1,7,1,10,0,0,16,9,1
2016,2019,5,1.0,1,8,1,10,0,0,16,6,1
2015,2019,5,1.0,1,5,1,11,0,0,16,9,1
2015,2019,5,1.0,1,9,1,11,0,0,16,6,1
2016,2019,5,1.0,1,4,1,10,0,0,16,9,1
2015,2015,10,86.0,2,18,1,11,0,0,12,8,0
2020,2020,4,87.0,1,1,1,6,0,0,10,8,0
2009,2018,4,109.0,1,17,1,17,0,0,0,4,0
2020,2020,11,151.0,1,14,1,6,0,1,12,8,0
2018,2019,7,106.0,1,5,4,8,1,0,12,8,0
2016,2017,10,1.0,1,1,1,10,0,0,3,9,1
2002,2020,1,130.0,2,9,3,24,1,1,12,5,0
2013,2018,5,69.0,2,1,1,13,0,0,10,8,0
2018,2018,9,77.0,1,1,2,8,1,0,10,8,0
2016,2017,7,110.0,1,11,1,10,0,0,12,8,0
2018,2018,10,1.0,1,1,1,8,0,0,3,6,1
2016,2017,10,102.0,1,6,4,10,1,0,12,8,0
2008,2019,11,2.0,1,16,1,18,0,0,2,9,1
2019,2019,11,88.0,1,1,1,7,0,0,10,8,0
2010,2019,8,106.0,1,9,3,16,1,0,0,4,0
1993,2018,4,91.0,1,8,1,33,0,0,12,9,0
2020,2020,8,98.0,1,8,1,6,0,0,12,6,0
2018,2018,9,103.0,1,10,1,8,0,0,7,8,0
2012,2017,5,1.0,1,1,1,14,0,0,11,9,1
2020,2020,7,2.0,1,1,1,6,0,0,17,10,1
1973,2019,11,89.0,1,5,1,53,0,0,0,3,0
2017,2020,9,1.0,1,9,3,9,1,0,31,8,1
2006,2020,1,108.0,1,11,1,20,0,0,7,4,0
2017,2017,9,1.0,1,1,1,9,0,0,3,6,1
2017,2017,1,104.0,1,8,1,9,0,0,13,8,0
2017,2019,9,124.0,1,1,1,9,0,1,10,8,0
2019,2019,1,95.0,1,6,2,7,1,0,0,8,0
2018,2020,1,112.0,1,11,2,8,1,0,12,8,0
2016,2017,8,1.0,1,8,1,10,0,0,8,6,1
2013,2017,10,96.0,1,11,2,13,1,0,12,5,0
2012,2017,8,172.0,3,10,4,14,1,1,0,5,0
2014,2017,2,124.0,1,8,3,12,1,1,12,5,0
2009,2021,1,90.0,2,10,1,17,0,0,4,3,0
2013,2020,11,95.0,2,9,1,13,0,0,4,3,0
2008,2020,1,85.0,1,10,1,18,0,0,0,4,0
2018,2018,10,51.0,1,9,2,8,1,0,19,8,0
2018,2018,6,1.0,1,12,1,8,0,0,16,8,1
2015,2019,3,9.0,1,3,1,11,0,0,16,8,1
2016,2018,6,7.0,1,11,1,10,0,0,16,8,1
2017,2019,2,8.0,1,7,1,9,0,0,16,8,1
2016,2018,4,1.0,1,4,1,10,0,0,16,8,1
2016,2018,4,1.0,1,2,1,10,0,0,16,8,1
2016,2018,4,1.0,1,2,1,10,0,0,16,8,1
2019,2019,1,4.0,1,27,1,7,0,0,16,8,1
2005,2020,1,137.0,1,11,2,21,1,1,12,4,0
2018,2018,2,1.0,1,1,1,8,0,0,11,8,1
2021,2021,1,3.0,1,8,1,5,0,0,29,6,1
2005,2016,8,1.0,1,1,1,21,0,0,3,6,1
2018,2018,8,1.0,1,10,1,8,0,0,8,8,1
2018,2018,7,57.0,2,2,1,8,0,0,27,8,0
2020,2020,12,2.0,1,1,1,6,0,0,17,10,1
2015,2019,12,2.0,1,6,1,11,0,0,17,10,1
2019,2020,4,98.0,1,7,1,7,0,0,0,8,0
2008,2019,5,2.0,1,11,1,18,0,0,2,8,1
2007,2020,10,4.0,1,7,2,19,1,0,17,11,1
2007,2019,11,91.0,1,8,1,19,0,0,0,4,0
2020,2020,4,88.0,1,4,1,6,0,0,0,8,0
2017,2018,5,69.0,2,1,3,9,1,0,10,9,0
2017,2017,11,120.0,1,8,1,9,0,0,7,9,0
2017,2017,1,98.0,1,10,1,9,0,0,4,6,0
2017,2019,9,1.0,1,1,1,9,0,0,8,6,1
1999,2020,9,1.0,1,1,1,27,0,0,8,8,1
2019,2020,7,98.0,1,7,1,7,0,0,12,6,0
2013,2020,10,73.0,1,8,1,13,0,0,0,8,0
2019,2019,8,66.0,1,1,1,7,0,0,27,6,0
2016,2016,11,62.0,1,1,1,10,0,0,27,8,0
2015,2017,8,56.0,1,1,1,11,0,0,27,8,0
2016,2017,3,118.0,1,7,1,10,0,0,7,6,0
2018,2018,3,1.0,1,10,2,8,1,0,3,8,1
2018,2019,10,1.0,1,6,1,8,0,0,16,8,1
2015,2018,7,110.0,1,10,5,11,1,0,12,5,0
2018,2019,5,3.0,1,7,1,8,0,0,29,6,1
2012,2016,12,1.0,1,6,1,14,0,0,16,9,1
2008,2018,5,114.0,1,8,1,18,0,0,12,6,0
2016,2019,9,112.0,1,8,3,10,1,0,12,5,0
2018,2018,4,105.0,1,8,1,8,0,0,12,6,0
2019,2019,7,6.0,1,1,1,7,0,0,28,6,1
2019,2019,1,13.0,1,47,1,7,0,0,28,8,1
2018,2018,7,1.0,1,8,1,8,0,0,16,6,1
2017,2017,5,92.0,1,1,1,9,0,0,10,9,0
2015,2020,4,6.0,1,9,1,11,0,0,30,6,1
2019,2019,12,117.0,1,7,1,7,0,0,7,6,0
2002,2018,3,137.0,1,10,1,24,0,1,0,8,0
2016,2018,10,84.0,1,6,3,10,1,0,12,8,0
2018,2018,12,1.0,1,1,1,8,0,0,11,6,1
2016,2017,9,52.0,2,1,2,10,1,0,10,8,0
2013,2018,8,96.0,1,6,1,13,0,0,12,5,0
2014,2018,8,112.0,1,6,1,12,0,0,13,8,0
2020,2020,8,1.0,1,1,1,6,0,0,11,6,1
2017,2018,3,90.0,1,1,1,9,0,0,10,5,0
2014,2019,10,106.0,1,8,1,12,0,0,12,8,0
2014,2019,10,106.0,1,8,1,12,0,0,12,8,0
2015,2016,9,1.0,1,1,1,11,0,0,3,6,1
2016,2016,10,1.0,1,8,1,10,0,0,31,8,1
2008,2019,3,116.0,1,8,1,18,0,0,0,6,0
2020,2020,5,1.0,1,25,1,6,0,0,16,8,1
2019,2019,1,1.0,1,1,1,7,0,0,8,8,1
2014,2019,6,97.0,1,10,1,12,0,0,12,6,0
2017,2020,6,100.0,1,12,1,9,0,0,7,7,0
2016,2016,2,1.0,1,1,1,10,0,0,11,6,1
2020,2020,4,1.0,1,2,1,6,0,0,21,8,1
2018,2018,6,1.0,1,2,1,8,0,0,21,8,1
1967,2021,1,127.0,1,12,1,59,0,1,6,6,0
2017,2017,8,96.0,1,10,1,9,0,0,4,3,0
2015,2019,6,88.0,1,8,1,11,0,0,35,5,0
2016,2017,8,45.0,1,1,1,10,0,0,10,8,0
2020,2020,12,8.0,2,1,1,6,0,0,12,4,0
2009,2017,3,101.0,1,8,1,17,0,0,4,3,0
2020,2020,4,1.0,1,1,1,6,0,0,11,9,1
2015,2019,6,12.0,1,2,1,11,0,0,12,8,0
2017,2018,1,69.0,2,1,1,9,0,0,10,8,0
2018,2018,7,88.0,1,9,1,8,0,0,12,6,0
2017,2017,6,91.0,1,1,1,9,0,0,10,8,0
2020,2020,11,1.0,1,1,1,6,0,0,21,9,1
2016,2020,2,103.0,1,8,1,10,0,0,12,6,0
2016,2017,4,88.0,1,5,1,10,0,0,7,8,0
2017,2019,10,1.0,1,1,1,9,0,0,8,8,1
2016,2016,3,75.0,2,1,1,10,0,0,10,7,0
2014,2015,9,90.0,2,1,1,12,0,0,10,9,0
2021,2021,1,90.0,1,1,1,5,0,0,10,8,0
2018,2020,5,97.0,1,1,1,8,0,0,10,8,0
2017,2017,12,67.0,1,1,1,9,0,0,27,8,0
2004,2019,10,112.0,1,13,2,22,1,0,12,5,0
2019,2019,12,1.0,1,9,1,7,0,0,16,6,1
2016,2017,6,1.0,1,7,1,10,0,0,3,8,1
2020,2020,8,102.0,1,10,1,6,0,0,7,9,0
2015,2019,8,114.0,1,5,1,11,0,0,7,6,0
2020,2020,6,1.0,1,4,1,6,0,0,3,9,1
2019,2019,4,4.0,1,8,1,7,0,0,23,8,1
2018,2019,11,107.0,1,9,1,8,0,0,7,8,0
2018,2019,12,1.0,1,10,1,8,0,0,16,8,1
2016,2016,12,1.0,1,6,1,10,0,0,3,8,1
2016,2019,4,110.0,1,6,1,10,0,0,7,8,0
2021,2021,1,14.0,1,1,1,5,0,0,10,6,0
2015,2018,11,2.0,1,3,1,11,0,0,17,10,1
2014,2015,7,78.0,1,2,1,12,0,0,13,5,0
2017,2017,12,80.0,1,3,1,9,0,0,13,8,0
2019,2019,10,2.0,1,47,2,7,1,0,3,9,1
2019,2019,3,1.0,1,1,1,7,0,0,11,8,1
2019,2019,5,1.0,1,13,1,7,0,0,8,8,1
2019,2019,3,1.0,1,14,1,7,0,0,8,8,1
2017,2019,1,1.0,1,11,1,9,0,0,8,8,1
2017,2017,6,12.0,1,11,2,9,1,0,8,6,1
2019,2019,9,1.0,1,8,1,7,0,0,8,8,1
2019,2019,9,1.0,1,9,1,7,0,0,8,8,1
2019,2019,9,1.0,1,13,1,7,0,0,8,8,1
2020,2020,9,2.0,1,11,4,6,1,0,3,8,1
2020,2020,3,108.0,1,1,1,6,0,0,10,5,0
2017,2017,1,67.0,1,1,1,9,0,0,27,8,0
2016,2019,7,40.0,1,1,1,10,0,0,10,6,0
2018,2018,12,81.0,1,10,1,8,0,0,12,6,0
2000,2019,3,120.0,1,10,4,26,1,0,0,4,0
2016,2016,2,101.0,1,11,2,10,1,0,0,4,0
2017,2017,11,114.0,1,1,1,9,0,0,10,6,0
2019,2019,4,5.0,1,7,1,7,0,0,3,8,1
2019,2020,2,95.0,1,8,1,7,0,0,12,8,0
2017,2017,10,90.0,1,11,1,9,0,0,13,5,0
2019,2019,9,45.0,1,1,1,7,0,0,10,9,0
2019,2019,5,2.0,1,8,2,7,1,0,17,11,1
2020,2020,6,1.0,1,9,1,6,0,0,16,8,1
2020,2020,7,1.0,1,11,2,6,1,0,29,8,1
2018,2020,3,99.0,1,11,1,8,0,0,12,8,0
2014,2019,12,93.0,1,7,1,12,0,0,12,5,0
2013,2018,6,82.0,1,2,1,13,0,0,10,5,0
2020,2020,9,96.0,1,9,1,6,0,0,12,8,0
2015,2016,4,1.0,1,24,2,11,1,0,2,8,1
2017,2017,2,1.0,1,13,1,9,0,0,2,6,1
2018,2020,9,96.0,1,6,1,8,0,0,7,9,0
2014,2017,7,59.0,1,1,1,12,0,0,27,8,0
2018,2019,7,58.0,1,1,1,8,0,0,27,8,0
2013,2019,1,1.0,1,6,1,13,0,0,16,6,1
2016,2020,8,1.0,1,15,1,10,0,0,16,9,1
2013,2017,3,102.0,2,8,1,13,0,0,7,9,0
2015,2017,3,107.0,1,8,1,11,0,0,7,8,0
2020,2020,6,156.0,1,10,1,6,0,1,0,5,0
2005,2018,7,82.0,1,5,1,21,0,0,19,9,0
2015,2018,2,118.0,1,8,1,11,0,0,0,6,0
2014,2019,4,133.0,1,6,1,12,0,1,13,8,0
2015,2019,4,153.0,1,9,1,11,0,1,13,8,0
2013,2019,4,135.0,1,9,1,13,0,1,13,8,0
1989,2018,4,117.0,1,13,1,37,0,0,12,3,0
2020,2020,9,103.0,1,22,1,6,0,0,4,6,0
2003,2019,1,93.0,1,12,1,23,0,0,4,3,0
2019,2019,9,82.0,1,10,1,7,0,0,12,8,0
2015,2016,12,115.0,1,7,1,11,0,0,0,2,0
2017,2018,7,151.0,1,4,1,9,0,1,12,6,0
2015,2018,4,103.0,1,8,2,11,1,0,12,8,0
2013,2018,1,117.0,1,10,1,13,0,0,12,5,0
2017,2018,11,1.0,1,7,1,9,0,0,8,8,1
2016,2016,11,64.0,1,1,1,10,0,0,27,8,0
2018,2018,5,1.0,1,5,1,8,0,0,17,10,1
2013,2017,12,1.0,1,9,1,13,0,0,16,9,1
2017,2018,7,100.0,1,8,2,9,1,0,12,9,0
2020,2020,11,81.0,1,1,1,6,0,0,4,7,0
2016,2018,4,1.0,1,1,1,10,0,0,16,9,1
2018,2018,10,1.0,1,1,1,8,0,0,21,6,1
2016,2017,4,70.0,1,7,1,10,0,0,12,8,0
2019,2019,10,52.0,1,1,1,7,0,0,10,9,0
2016,2018,3,1.0,1,14,1,10,0,0,8,8,1
2016,2017,6,161.0,1,8,1,10,0,1,12,9,0
2016,2016,11,2.0,1,7,1,10,0,0,3,11,1
1992,2015,6,10.0,1,4,1,34,0,0,3,10,1
2020,2020,4,97.0,1,6,1,6,0,0,35,6,0
2018,2018,9,1.0,1,1,1,8,0,0,28,8,1
2019,2019,6,55.0,2,1,1,7,0,0,27,8,0
2017,2017,2,78.0,2,1,1,9,0,0,27,8,0
2015,2017,3,103.0,1,10,1,11,0,0,10,8,0
1997,2019,9,108.0,1,10,1,29,0,0,0,4,0
2017,2019,3,75.0,1,10,1,9,0,0,13,8,0
2018,2018,5,113.0,1,1,1,8,0,0,27,8,0
2018,2018,5,98.0,1,8,1,8,0,0,0,8,0
2019,2020,12,1.0,1,10,1,7,0,0,8,8,1
2015,2018,4,100.0,1,1,1,11,0,0,12,9,0
2020,2020,6,3.0,1,14,2,6,1,0,8,8,1
2016,2017,12,91.0,1,8,1,10,0,0,12,8,0
2016,2019,10,93.0,1,10,3,10,1,0,12,5,0
2020,2020,7,1.0,1,17,1,6,0,0,8,8,1
2020,2020,8,81.0,1,8,1,6,0,0,13,8,0
2019,2020,4,90.0,1,7,1,7,0,0,13,8,0
2017,2017,9,3.0,1,7,1,9,0,0,33,9,1
2015,2018,7,113.0,1,10,3,11,1,0,12,5,0
2013,2020,6,97.0,1,10,1,13,0,0,13,4,0
2018,2018,7,1.0,1,1,1,8,0,0,11,8,1
1956,2020,6,104.0,1,7,1,70,0,0,6,6,0
2003,2019,8,116.0,1,14,1,23,0,0,13,8,0
2015,2018,3,1.0,1,1,1,11,0,0,16,8,1
2016,2017,10,121.0,1,9,1,10,0,1,12,6,0
2020,2020,11,1.0,1,4,1,6,0,0,23,6,1
2020,2020,6,2.0,1,1,1,6,0,0,21,8,1
2020,2020,7,1.0,1,1,1,6,0,0,16,6,1
2017,2017,7,1.0,1,1,1,9,0,0,11,6,1
1991,2017,6,112.0,1,10,2,35,1,0,6,2,0
2017,2017,3,1.0,1,1,1,9,0,0,28,8,1
2017,2017,12,1.0,1,1,1,9,0,0,28,8,1
2019,2019,8,66.0,1,1,1,7,0,0,27,8,0
2020,2020,3,85.0,1,1,1,6,0,0,27,8,0
2020,2020,10,84.0,3,1,2,6,1,0,10,3,0
2020,2020,4,77.0,2,1,1,6,0,0,27,8,0
2016,2017,2,97.0,1,14,2,10,1,0,7,8,0
2016,2016,8,73.0,1,1,1,10,0,0,27,8,0
2019,2020,7,107.0,1,1,1,7,0,0,10,8,0
2016,2017,12,1.0,1,14,1,10,0,0,16,6,1
2017,2017,7,4.0,1,11,1,9,0,0,17,11,1
2002,2020,11,6.0,1,8,1,24,0,0,23,6,1
2017,2018,3,1.0,1,7,1,9,0,0,8,8,1
2018,2018,4,91.0,1,8,1,8,0,0,13,5,0
2019,2019,10,1.0,1,9,1,7,0,0,29,8,1
2017,2018,3,2.0,1,9,1,9,0,0,16,8,1
2017,2018,1,76.0,1,8,1,9,0,0,12,8,0
2019,2019,8,1.0,1,6,1,7,0,0,17,11,1
2020,2020,6,5.0,1,17,1,6,0,0,29,6,1
2018,2019,4,81.0,2,8,1,8,0,0,7,9,0
2015,2018,11,110.0,2,1,1,11,0,0,10,5,0
2018,2019,3,90.0,1,7,1,8,0,0,7,8,0
2019,2019,12,94.0,1,7,2,7,1,0,12,8,0
2008,2016,9,1.0,1,9,1,18,0,0,3,8,1
2020,2020,5,2.0,1,7,1,6,0,0,30,8,1
2019,2020,1,78.0,1,12,1,7,0,0,13,6,0
2006,2019,12,97.0,1,7,1,20,0,0,14,6,0
2018,2019,2,86.0,1,10,1,8,0,0,12,6,0
2019,2019,1,86.0,1,8,1,7,0,0,14,9,0
2020,2020,7,2.0,1,9,2,6,1,0,8,8,1
2020,2020,10,1.0,1,1,1,6,0,0,11,8,1
2016,2020,3,94.0,1,10,1,10,0,0,7,4,0
2016,2019,3,83.0,1,5,1,10,0,0,7,6,0
2012,2016,2,43.0,1,8,1,14,0,0,4,12,0
2018,2019,2,100.0,2,4,1,8,0,0,7,8,0
2016,2020,6,1.0,1,9,1,10,0,0,16,8,1
2011,2019,11,92.0,1,9,1,15,0,0,7,9,0
2019,2019,8,3.0,1,8,1,7,0,0,30,8,1
2016,2017,4,149.0,1,12,1,10,0,1,7,6,0
2010,2020,8,93.0,1,15,1,16,0,0,7,5,0
2018,2018,11,1.0,1,1,1,8,0,0,21,9,1
2020,2020,5,91.0,1,10,1,6,0,0,7,6,0
2017,2019,5,88.0,1,16,1,9,0,0,13,5,0
2017,2017,8,100.0,1,7,1,9,0,0,13,8,0
2020,2021,1,94.0,1,6,2,6,1,0,13,5,0
2017,2018,10,111.0,1,8,2,9,1,0,0,5,0
2020,2020,12,71.0,2,10,1,6,0,0,7,8,0
2017,2018,3,53.0,1,9,1,9,0,0,15,8,0
2016,2017,3,101.0,1,8,1,10,0,0,7,6,0
2014,2020,9,146.0,1,7,1,12,0,1,7,6,0
2017,2017,11,93.0,1,6,6,9,1,0,4,3,0
2017,2018,7,3.0,1,1,1,9,0,0,8,8,1
2016,2017,7,1.0,1,16,1,10,0,0,8,8,1
2013,2018,7,107.0,1,8,1,13,0,0,7,6,0
2002,2020,1,156.0,1,5,1,24,0,1,15,8,0
2017,2017,9,82.0,1,16,1,9,0,0,27,8,0
2008,2019,11,137.0,1,15,1,18,0,1,0,5,0
2016,2017,5,79.0,2,2,1,10,0,0,10,6,0
2017,2017,7,4.0,1,19,1,9,0,0,16,6,1
2017,2017,3,92.0,1,13,1,9,0,0,7,6,0
2009,2018,10,128.0,1,10,1,17,0,1,12,6,0
2011,2021,1,101.0,1,8,1,15,0,0,0,8,0
2019,2019,3,1.0,1,10,1,7,0,0,8,8,1
2014,2017,3,102.0,1,3,1,12,0,0,7,6,0
2018,2019,9,102.0,1,8,1,8,0,0,7,9,0
2018,2018,9,96.0,1,6,1,8,0,0,13,5,0
2020,2020,8,1.0,1,1,1,6,0,0,21,6,1
2015,2015,8,62.0,1,1,1,11,0,0,27,8,0
2018,2019,7,56.0,2,1,1,8,0,0,27,8,0
2014,2016,4,99.0,1,1,2,12,1,0,10,2,0
2018,2018,12,1.0,1,9,1,8,0,0,8,6,1
2015,2017,8,83.0,1,10,1,11,0,0,13,5,0
2018,2020,5,140.0,1,10,1,8,0,1,0,5,0
1992,2017,8,62.0,1,1,1,34,0,0,27,5,0
2017,2019,5,1.0,1,6,1,9,0,0,3,10,1
2019,2019,10,70.0,1,1,1,7,0,0,27,8,0
2017,2017,11,66.0,1,1,1,9,0,0,27,8,0
2015,2019,4,3.0,1,16,1,11,0,0,3,8,1
2018,2018,6,74.0,1,1,1,8,0,0,15,8,0
2018,2018,10,50.0,1,1,1,8,0,0,19,8,0
2018,2018,2,69.0,1,1,1,8,0,0,19,8,0
2019,2019,8,2.0,1,10,1,7,0,0,3,8,1
2019,2019,6,3.0,1,11,1,7,0,0,8,8,1
2019,2019,7,1.0,1,9,1,7,0,0,16,6,1
2017,2017,12,94.0,1,5,1,9,0,0,12,8,0
2018,2020,2,88.0,1,13,1,8,0,0,12,8,0
2017,2018,5,76.0,1,4,1,9,0,0,13,8,0
2020,2020,7,107.0,1,7,1,6,0,0,7,8,0
2017,2018,5,90.0,1,7,2,9,1,0,7,8,0
2019,2019,5,79.0,1,13,1,7,0,0,7,8,0
1997,2020,6,136.0,1,10,2,29,1,1,12,6,0
2020,2020,12,1.0,3,11,1,6,0,0,16,8,1
2017,2019,8,99.0,1,6,1,9,0,0,0,6,0
2016,2017,5,97.0,1,7,2,10,1,0,35,5,0
2016,2017,4,88.0,1,8,1,10,0,0,12,8,0
2009,2018,10,137.0,1,7,1,17,0,1,12,8,0
2019,2019,9,87.0,1,10,1,7,0,0,35,6,0
2016,2017,6,108.0,1,11,5,10,1,0,12,8,0
2017,2020,7,94.0,1,8,1,9,0,0,13,8,0
2018,2018,1,1.0,1,13,1,8,0,0,2,8,1
2017,2018,10,1.0,1,2,1,9,0,0,16,9,1
2004,2018,1,123.0,2,8,1,22,0,1,12,9,0
2007,2019,12,128.0,1,8,1,19,0,1,0,6,0
2007,2018,11,157.0,1,9,2,19,1,1,12,6,0
2015,2016,8,114.0,1,8,1,11,0,0,7,9,0
2015,2020,7,127.0,1,8,1,11,0,1,7,9,0
2014,2018,7,1.0,1,9,1,12,0,0,16,9,1
2017,2020,9,127.0,1,3,1,9,0,1,4,7,0
2015,2017,12,1.0,1,11,1,11,0,0,16,6,1
2010,2021,1,102.0,1,10,1,16,0,0,12,8,0
2009,2018,11,124.0,1,10,1,17,0,1,7,6,0
2018,2019,2,132.0,1,6,2,8,1,1,0,6,0
2020,2020,1,2.0,1,11,1,6,0,0,16,8,1
2019,2019,8,1.0,1,1,1,7,0,0,11,6,1
2019,2020,12,1.0,1,8,1,7,0,0,8,8,1
2015,2017,7,1.0,1,5,1,11,0,0,16,9,1
2018,2020,8,113.0,1,11,1,8,0,0,12,6,0
2017,2017,7,93.0,1,1,1,9,0,0,10,9,0
2017,2017,12,113.0,1,1,1,9,0,0,10,9,0
2015,2016,12,96.0,1,9,2,11,1,0,12,2,0
2020,2020,10,90.0,1,1,1,6,0,0,10,4,0
2002,2019,12,133.0,1,15,2,24,1,1,0,4,0
